0.600	6	-0.601	-0.202	-0.402	-0.085	-0.403	0.140	-0.602	0.253	-0.797	0.141	-0.797	-0.089	
0.600	6	-0.601	-0.202	-0.402	-0.086	-0.403	0.140	-0.602	0.253	-0.797	0.141	-0.797	-0.089	
0.600	6	-0.601	-0.202	-0.403	-0.086	-0.403	0.140	-0.602	0.253	-0.797	0.141	-0.797	-0.089	
0.600	6	-0.601	-0.202	-0.403	-0.086	-0.403	0.140	-0.602	0.253	-0.797	0.140	-0.797	-0.089	
0.600	6	-0.601	-0.202	-0.403	-0.086	-0.404	0.140	-0.602	0.253	-0.798	0.140	-0.797	-0.090	
0.600	6	-0.601	-0.202	-0.403	-0.086	-0.404	0.140	-0.602	0.253	-0.798	0.140	-0.798	-0.090	
0.600	6	-0.601	-0.202	-0.403	-0.086	-0.404	0.139	-0.603	0.253	-0.798	0.140	-0.798	-0.090	
0.600	6	-0.601	-0.202	-0.403	-0.086	-0.404	0.139	-0.603	0.252	-0.798	0.140	-0.798	-0.090	
0.600	6	-0.601	-0.202	-0.403	-0.086	-0.404	0.139	-0.603	0.252	-0.798	0.140	-0.798	-0.090	
0.600	6	-0.601	-0.202	-0.403	-0.086	-0.404	0.139	-0.603	0.252	-0.798	0.140	-0.798	-0.090	
1.700	6	-0.602	-0.203	-0.403	-0.086	-0.404	0.139	-0.603	0.252	-0.798	0.140	-0.798	-0.090	
1.700	6	-0.602	-0.203	-0.403	-0.086	-0.404	0.139	-0.603	0.252	-0.798	0.139	-0.798	-0.090	
1.700	6	-0.602	-0.203	-0.403	-0.087	-0.404	0.139	-0.603	0.252	-0.798	0.139	-0.798	-0.091	
1.700	6	-0.602	-0.203	-0.403	-0.087	-0.404	0.139	-0.603	0.252	-0.798	0.139	-0.798	-0.091	
1.700	6	-0.602	-0.203	-0.404	-0.087	-0.405	0.139	-0.603	0.252	-0.799	0.139	-0.798	-0.091	
1.700	6	-0.602	-0.203	-0.404	-0.087	-0.405	0.139	-0.604	0.252	-0.799	0.139	-0.798	-0.091	
1.700	6	-0.602	-0.203	-0.404	-0.087	-0.405	0.139	-0.604	0.252	-0.799	0.139	-0.798	-0.091	
1.700	6	-0.602	-0.203	-0.404	-0.087	-0.405	0.138	-0.604	0.251	-0.799	0.139	-0.799	-0.091	
1.700	6	-0.602	-0.203	-0.404	-0.087	-0.405	0.138	-0.604	0.251	-0.799	0.139	-0.799	-0.091	
1.700	6	-0.602	-0.204	-0.404	-0.087	-0.405	0.138	-0.604	0.251	-0.799	0.138	-0.799	-0.091	
1.700	6	-0.602	-0.204	-0.404	-0.087	-0.405	0.138	-0.604	0.251	-0.799	0.138	-0.799	-0.092	
1.700	6	-0.602	-0.204	-0.404	-0.087	-0.405	0.138	-0.604	0.251	-0.799	0.138	-0.799	-0.092	
1.700	6	-0.602	-0.204	-0.404	-0.087	-0.405	0.138	-0.604	0.251	-0.799	0.138	-0.799	-0.092	
1.700	6	-0.602	-0.204	-0.404	-0.087	-0.405	0.138	-0.604	0.251	-0.799	0.138	-0.799	-0.092	
1.700	6	-0.602	-0.204	-0.404	-0.088	-0.406	0.138	-0.605	0.251	-0.800	0.138	-0.799	-0.092	
1.700	6	-0.603	-0.204	-0.404	-0.088	-0.406	0.138	-0.605	0.251	-0.800	0.138	-0.799	-0.092	
1.700	6	-0.603	-0.204	-0.404	-0.088	-0.406	0.138	-0.605	0.250	-0.800	0.138	-0.799	-0.092	
1.700	6	-0.603	-0.204	-0.404	-0.088	-0.406	0.138	-0.605	0.250	-0.800	0.137	-0.799	-0.092	
3.000	6	-0.603	-0.204	-0.405	-0.088	-0.406	0.138	-0.605	0.250	-0.800	0.137	-0.799	-0.093	
3.000	6	-0.603	-0.204	-0.405	-0.088	-0.406	0.138	-0.605	0.250	-0.800	0.137	-0.799	-0.093	
3.000	6	-0.603	-0.205	-0.405	-0.088	-0.406	0.137	-0.605	0.250	-0.800	0.137	-0.799	-0.093	
3.000	6	-0.603	-0.205	-0.405	-0.088	-0.406	0.137	-0.605	0.250	-0.800	0.137	-0.799	-0.093	
3.000	6	-0.603	-0.205	-0.405	-0.088	-0.406	0.137	-0.605	0.250	-0.800	0.137	-0.799	-0.093	
3.000	6	-0.603	-0.205	-0.405	-0.088	-0.406	0.137	-0.606	0.250	-0.800	0.137	-0.799	-0.093	
3.000	6	-0.603	-0.205	-0.405	-0.088	-0.407	0.137	-0.606	0.250	-0.801	0.136	-0.800	-0.093	
3.000	6	-0.603	-0.205	-0.405	-0.088	-0.407	0.137	-0.606	0.250	-0.801	0.136	-0.800	-0.094	
3.000	6	-0.603	-0.205	-0.405	-0.088	-0.407	0.137	-0.606	0.250	-0.801	0.136	-0.800	-0.094	
3.000	6	-0.603	-0.205	-0.405	-0.088	-0.407	0.137	-0.606	0.249	-0.801	0.136	-0.800	-0.094	
3.000	6	-0.603	-0.205	-0.405	-0.089	-0.407	0.137	-0.606	0.249	-0.801	0.136	-0.800	-0.094	
3.000	6	-0.603	-0.205	-0.405	-0.089	-0.407	0.137	-0.606	0.249	-0.801	0.136	-0.800	-0.094	
3.000	6	-0.603	-0.206	-0.405	-0.089	-0.407	0.137	-0.606	0.249	-0.801	0.136	-0.800	-0.094	
3.000	6	-0.603	-0.206	-0.405	-0.089	-0.407	0.137	-0.606	0.249	-0.801	0.136	-0.800	-0.094	
3.000	6	-0.603	-0.206	-0.405	-0.089	-0.407	0.137	-0.607	0.249	-0.801	0.135	-0.800	-0.094	
3.000	6	-0.603	-0.206	-0.406	-0.089	-0.407	0.136	-0.607	0.249	-0.801	0.135	-0.800	-0.095	
3.000	6	-0.603	-0.206	-0.406	-0.089	-0.408	0.136	-0.607	0.249	-0.801	0.135	-0.800	-0.095	
3.000	6	-0.603	-0.206	-0.406	-0.089	-0.408	0.136	-0.607	0.249	-0.802	0.135	-0.800	-0.095	
3.000	6	-0.604	-0.206	-0.406	-0.089	-0.408	0.136	-0.607	0.248	-0.802	0.135	-0.800	-0.095	
3.000	6	-0.604	-0.206	-0.406	-0.089	-0.408	0.136	-0.607	0.248	-0.802	0.135	-0.800	-0.095	
4.250	6	-0.604	-0.206	-0.406	-0.089	-0.408	0.136	-0.607	0.248	-0.802	0.135	-0.801	-0.095	
4.250	6	-0.604	-0.207	-0.406	-0.089	-0.408	0.136	-0.607	0.248	-0.802	0.134	-0.801	-0.095	
4.250	6	-0.604	-0.207	-0.406	-0.089	-0.408	0.136	-0.608	0.248	-0.802	0.134	-0.801	-0.096	
4.250	6	-0.604	-0.207	-0.406	-0.089	-0.408	0.136	-0.608	0.248	-0.802	0.134	-0.801	-0.096	
4.250	6	-0.604	-0.207	-0.406	-0.090	-0.408	0.136	-0.608	0.248	-0.802	0.134	-0.801	-0.096	
4.250	6	-0.604	-0.207	-0.406	-0.090	-0.408	0.136	-0.608	0.248	-0.802	0.134	-0.801	-0.096	
4.250	6	-0.604	-0.207	-0.406	-0.090	-0.408	0.136	-0.608	0.248	-0.802	0.134	-0.801	-0.096	
4.250	6	-0.604	-0.207	-0.406	-0.090	-0.409	0.136	-0.608	0.247	-0.803	0.134	-0.801	-0.096	
4.250	6	-0.604	-0.207	-0.406	-0.090	-0.409	0.135	-0.608	0.247	-0.803	0.134	-0.801	-0.096	
4.250	6	-0.604	-0.207	-0.406	-0.090	-0.409	0.135	-0.608	0.247	-0.803	0.133	-0.801	-0.096	
4.250	6	-0.604	-0.208	-0.406	-0.090	-0.409	0.135	-0.608	0.247	-0.803	0.133	-0.801	-0.097	
4.250	6	-0.604	-0.208	-0.407	-0.090	-0.409	0.135	-0.609	0.247	-0.803	0.133	-0.801	-0.097	
4.250	6	-0.604	-0.208	-0.407	-0.090	-0.409	0.135	-0.609	0.247	-0.803	0.133	-0.801	-0.097	
4.250	6	-0.604	-0.208	-0.407	-0.090	-0.409	0.135	-0.609	0.247	-0.803	0.133	-0.801	-0.097	
4.250	6	-0.604	-0.208	-0.407	-0.090	-0.409	0.135	-0.609	0.247	-0.803	0.133	-0.802	-0.097	
4.250	6	-0.604	-0.208	-0.407	-0.091	-0.409	0.135	-0.609	0.247	-0.803	0.133	-0.802	-0.097	
4.250	6	-0.604	-0.208	-0.407	-0.091	-0.409	0.135	-0.609	0.246	-0.803	0.132	-0.802	-0.097	
4.250	6	-0.604	-0.208	-0.407	-0.091	-0.410	0.135	-0.609	0.246	-0.804	0.132	-0.802	-0.098	
4.250	6	-0.605	-0.208	-0.407	-0.091	-0.410	0.135	-0.609	0.246	-0.804	0.132	-0.802	-0.098	
4.250	6	-0.605	-0.209	-0.407	-0.091	-0.410	0.134	-0.609	0.246	-0.804	0.132	-0.802	-0.098	
5.500	6	-0.605	-0.209	-0.407	-0.091	-0.410	0.134	-0.610	0.246	-0.804	0.132	-0.802	-0.098	
5.500	6	-0.605	-0.209	-0.407	-0.091	-0.410	0.134	-0.610	0.246	-0.804	0.132	-0.802	-0.098	
5.500	6	-0.605	-0.209	-0.407	-0.091	-0.410	0.134	-0.610	0.246	-0.804	0.132	-0.802	-0.098	
5.500	6	-0.605	-0.209	-0.407	-0.091	-0.410	0.134	-0.610	0.246	-0.804	0.132	-0.802	-0.098	
5.500	6	-0.605	-0.209	-0.408	-0.091	-0.410	0.134	-0.610	0.246	-0.804	0.131	-0.802	-0.098	
5.500	6	-0.605	-0.209	-0.408	-0.091	-0.410	0.134	-0.610	0.245	-0.804	0.131	-0.802	-0.098	
5.500	6	-0.605	-0.209	-0.408	-0.091	-0.410	0.134	-0.610	0.245	-0.804	0.131	-0.803	-0.099	
5.500	6	-0.605	-0.209	-0.408	-0.092	-0.411	0.134	-0.610	0.245	-0.805	0.131	-0.803	-0.099	
5.500	6	-0.605	-0.210	-0.408	-0.092	-0.411	0.134	-0.610	0.245	-0.805	0.131	-0.803	-0.099	
5.500	6	-0.605	-0.210	-0.408	-0.092	-0.411	0.134	-0.611	0.245	-0.805	0.131	-0.803	-0.099	
5.500	6	-0.605	-0.210	-0.408	-0.092	-0.411	0.133	-0.611	0.245	-0.805	0.131	-0.803	-0.099	
5.500	6	-0.606	-0.210	-0.408	-0.092	-0.411	0.133	-0.611	0.245	-0.805	0.131	-0.803	-0.099	
5.500	6	-0.606	-0.210	-0.408	-0.092	-0.411	0.133	-0.611	0.245	-0.805	0.131	-0.803	-0.099	
