3	-0.00492
2	0.00065
4	0.00281
5	0.00162
5	-0.00092
1	-0.00280
6	-0.00206
5	-0.00201
5	-0.00040
3	-0.00419
4	-0.00278
1	-0.00043
1	0.00975
2	-0.00206
2	-0.00389
1	0.00226
2	-0.00371
2	-0.00233
1	0.01063
1	-0.00211
2	-0.00194
2	-0.00119
5	-0.00027
1	0.01172
3	-0.00135
5	-0.00202
6	-0.00336
3	-0.00406
1	-0.00510
1	-0.00359
3	0.00034
1	0.00480
2	-0.00425
6	0.00032
3	0.00178
1	-0.00148
3	-0.00165
4	-0.00460
3	0.00374
2	0.00361
1	0.00307
2	0.00172
1	0.00060
3	0.00140
6	0.00158
4	0.00100
5	0.00189
4	0.00342
5	0.00124
3	0.01099
3	0.00131
4	0.00313
6	0.00193
4	0.00346
5	0.00563
5	0.00263
6	0.00217
1	0.00549
1	0.00131
2	0.00184
1	0.00735
4	0.00118
2	0.00481
4	0.00015
4	0.00148
5	0.00006
4	0.00047
2	0.00370
2	0.00047
3	0.00195
4	0.00238
1	0.00625
5	0.00246
1	0.00484
5	0.00237
2	0.00220
6	0.00398
6	0.00068
3	0.00343
5	0.00439
1	0.00139
3	0.00335
1	0.00158
1	0.00903
4	0.00101
2	0.01425
2	0.00093
5	0.01214
4	0.00698
1	0.00064
2	0.01200
5	0.00252
5	0.00264
3	0.00259
