0.450	-0.002	-1.249	0.138	0.196
0.450	-0.002	-1.250	0.139	0.194
0.450	-0.002	-1.250	0.138	0.194
0.450	-0.002	-1.249	0.137	0.195
0.450	-0.002	-1.248	0.135	0.197
0.450	-0.002	-1.246	0.134	0.198
0.450	-0.002	-1.245	0.132	0.200
0.450	-0.002	-1.243	0.131	0.202
0.450	0.000	-1.239	0.126	0.207
1.400	0.000	-1.237	0.124	0.208
1.400	0.000	-1.236	0.201	0.210
1.400	0.001	-1.235	0.202	0.211
1.400	0.001	-1.234	0.204	0.213
1.400	0.001	-1.232	0.115	0.214
1.400	0.001	-1.231	0.116	0.215
1.400	0.001	-1.229	0.117	0.216
1.400	0.002	-1.227	0.117	0.217
1.400	0.002	-1.226	0.118	0.219
1.400	0.002	-1.224	0.119	0.220
1.400	0.002	-1.223	0.120	0.221
1.400	0.002	-1.221	0.120	0.223
1.400	0.002	-1.220	0.121	0.224
1.400	0.003	-1.218	0.122	0.225
1.400	0.003	-1.217	0.122	0.227
1.400	0.003	-1.215	0.183	0.230
1.400	0.003	-1.214	0.184	0.232
1.400	0.002	-1.213	0.186	0.233
1.400	0.002	-1.211	0.124	0.235
2.350	0.002	-1.210	0.124	0.236
2.350	0.002	-1.209	0.125	0.238
2.350	0.002	-1.208	0.126	0.238
2.350	0.002	-1.207	0.126	0.239
2.350	0.002	-1.205	0.128	0.241
2.350	0.002	-1.205	0.128	0.241
2.350	0.002	-1.204	0.129	0.242
2.350	0.002	-1.203	0.129	0.242
2.350	0.002	-1.202	0.130	0.244
2.350	0.002	-1.201	0.131	0.244
2.350	0.002	-1.200	0.131	0.245
2.350	0.003	-1.200	0.132	0.245
2.350	0.003	-1.199	0.132	0.247
2.350	0.003	-1.198	0.133	0.247
2.350	0.003	-1.197	0.133	0.248
2.350	0.003	-1.196	0.134	0.248
2.350	0.003	-1.195	0.184	0.249
2.350	0.003	-1.194	0.182	0.250
2.350	0.003	-1.194	0.182	0.250
3.300	0.003	-1.193	0.182	0.251
3.300	0.003	-1.193	0.182	0.251
3.300	0.003	-1.192	0.121	0.252
3.300	0.003	-1.190	0.120	0.253
3.300	0.003	-1.190	0.120	0.253
3.300	0.003	-1.189	0.120	0.254
3.300	0.003	-1.189	0.120	0.255
3.300	0.003	-1.188	0.120	0.255
3.300	0.002	-1.188	0.121	0.255
3.300	0.002	-1.187	0.120	0.256
3.300	0.002	-1.187	0.120	0.258
3.300	0.002	-1.186	0.120	0.258
3.300	0.001	-1.186	0.120	0.259
3.300	0.001	-1.185	0.120	0.259
3.300	0.001	-1.185	0.120	0.260
3.300	0.001	-1.185	0.120	0.260
3.300	0.001	-1.184	0.120	0.261
3.300	0.000	-1.182	0.119	0.262
4.200	0.000	-1.183	0.120	0.262
4.200	-0.000	-1.181	0.119	0.263
4.200	-0.000	-1.180	0.186	0.264
4.200	-0.001	-1.180	0.186	0.264
4.200	-0.001	-1.180	0.185	0.266
4.200	-0.001	-1.180	0.185	0.266
4.200	-0.001	-1.178	0.124	0.267
4.200	-0.002	-1.178	0.124	0.267
4.200	-0.002	-1.177	0.123	0.268
4.200	-0.002	-1.176	0.122	0.270
4.200	-0.002	-1.175	0.122	0.270
4.200	-0.002	-1.174	0.122	0.271
4.200	-0.002	-1.174	0.122	0.271
4.200	-0.002	-1.173	0.121	0.272
4.200	-0.003	-1.173	0.121	0.272
4.200	-0.003	-1.172	0.120	0.273
4.200	-0.003	-1.171	0.120	0.273
4.200	-0.003	-1.170	0.119	0.274
5.100	-0.003	-1.170	0.119	0.274
5.100	-0.004	-1.168	0.118	0.275
5.100	-0.004	-1.168	0.118	0.275
5.100	-0.004	-1.167	0.117	0.276
5.100	-0.004	-1.165	0.117	0.278
5.100	-0.004	-1.165	0.117	0.278
5.100	-0.005	-1.164	0.116	0.279
5.100	-0.005	-1.164	0.116	0.279
5.100	-0.005	-1.162	0.205	0.280
5.100	-0.004	-1.162	0.204	0.280
5.100	-0.004	-1.162	0.204	0.280
5.100	-0.004	-1.161	0.203	0.277
5.100	-0.004	-1.160	0.119	0.119
5.100	-0.004	-1.160	0.119	0.119
5.100	-0.004	-1.159	0.120	0.120
5.100	-0.004	-1.159	0.121	0.121
5.100	-0.004	-1.159	0.121	0.122
