200	99	14	1	1	1	1	2	1	
200	16	1	0	0	0	0	0	0	
200	121	19	1	0	1	1	2	0	
200	50	8	1	2	0	0	0	0	
200	56	7	1	2	0	0	0	0	
200	122	14	2	2	0	0	1	0	
200	122	14	1	0	2	0	1	1	
300	81	19	4	1	3	1	0	1	
300	15	2	0	0	1	0	0	0	
300	11	2	0	0	0	0	0	0	
300	26	3	0	0	0	0	0	0	
300	23	3	0	1	0	0	0	0	
300	122	18	2	1	1	0	0	0	
300	0	0	0	0	0	0	0	0	
300	77	15	0	0	0	2	1	1	
300	128	26	1	0	2	2	3	2	
300	124	23	2	4	1	5	1	0	
400	116	24	3	1	2	0	3	2	
200	0	0	0	0	0	0	0	0	
40	34	4	1	0	0	0	0	0	
160	51	8	1	0	0	1	0	0	
160	34	10	0	1	0	0	0	0	
160	12	1	0	0	0	0	0	0	
160	59	15	0	1	0	1	1	0	
160	0	0	0	0	0	0	0	0	
160	0	0	0	0	0	0	0	0	
160	10	0	0	0	0	0	0	0	
160	12	1	0	0	0	0	0	0	
160	11	1	0	0	0	0	0	0	
40	26	2	1	0	0	0	0	0	
40	48	5	0	1	0	0	2	0	
40	25	2	0	0	0	0	0	0	
40	30	1	0	0	0	0	0	0	
40	28	2	0	0	0	0	0	0	
40	0	0	0	0	0	0	0	0	
20	30	1	0	0	0	0	0	0	
20	32	1	0	0	0	0	0	0	
20	32	1	0	0	1	0	0	0	
20	34	1	0	0	0	0	0	0	
20	26	0	0	0	0	0	0	0	
20	37	1	0	0	0	0	0	0	
20	33	1	0	0	0	0	0	0	
20	53	0	0	0	0	0	0	0	
20	46	0	0	0	0	0	0	0	
20	24	0	0	0	0	0	0	0	
20	37	1	0	0	0	0	0	0	
20	32	1	0	0	0	0	0	0	
20	35	1	0	0	0	0	0	0	
0	85	0	0	0	0	0	0	0	
