1	0.208	-1.261	0.001
1	0.210	-1.262	0.001
1	0.210	-1.263	0.001
1	0.210	-1.263	0.001
1	0.210	-1.263	0.001
1	0.210	-1.264	0.001
1	0.210	-1.264	0.001
1	0.210	-1.269	0.001
1	0.208	-1.234	0.001
1	0.208	-1.235	0.001
1	0.208	-1.237	0.001
1	0.208	-1.237	0.001
1	0.208	-1.237	0.001
1	0.208	-1.237	0.001
1	0.208	-1.237	0.001
1	0.208	-1.237	0.001
1	0.208	-1.238	0.001
1	0.208	-1.238	0.001
1	0.208	-1.237	0.001
1	0.208	-1.238	0.001
1	0.208	-1.238	0.001
1	0.208	-1.237	0.001
1	0.208	-1.238	0.001
1	0.207	-1.238	0.001
1	0.208	-1.238	0.001
1	0.208	-1.238	0.001
1	0.208	-1.238	0.001
1	0.208	-1.238	0.001
1	0.208	-1.238	0.001
1	0.207	-1.237	0.001
1	0.208	-1.238	0.001
1	0.208	-1.239	0.001
1	0.208	-1.238	0.001
1	0.208	-1.238	0.001
1	0.208	-1.238	0.001
1	0.207	-1.237	0.001
1	0.208	-1.237	0.001
1	0.209	-1.237	0.001
1	0.208	-1.236	0.001
1	0.208	-1.236	0.001
1	0.209	-1.236	0.001
1	0.208	-1.236	0.001
1	0.207	-1.238	0.001
1	0.206	-1.237	0.003
1	0.206	-1.236	0.004
0	0.206	-1.229	0.007
0	0.205	-1.223	0.011
0	0.204	-1.215	0.012
0	0.204	-1.210	0.012
0	0.203	-1.203	0.014
0	0.201	-1.190	0.017
0	0.201	-1.183	0.018
0	0.198	-1.162	0.020
0	0.196	-1.148	0.020
0	0.195	-1.140	0.020
0	0.195	-1.136	0.020
0	0.194	-1.123	0.019
0	0.193	-1.113	0.018
0	0.192	-1.108	0.017
0	0.191	-1.101	0.015
0	0.191	-1.097	0.015
0	0.191	-1.085	0.012
0	0.190	-1.082	0.012
0	0.190	-1.079	0.010
0	0.189	-1.068	0.005
1	0.189	-1.062	0.001
1	0.189	-1.061	0.001
1	0.189	-1.061	0.001
1	0.189	-1.060	0.001
1	0.189	-1.060	0.001
1	0.189	-1.060	0.001
1	0.189	-1.060	0.001
1	0.189	-1.060	0.001
1	0.189	-1.060	0.001
1	0.189	-1.060	0.001
1	0.189	-1.060	0.001
1	0.189	-1.060	0.001
1	0.189	-1.060	0.001
