1390941068.900	1390941056.000	0.000	0.000	0.000	0.000
1390941069.000	0.100	0.000	0.000	0.000	0.000
1390941069.100	0.100	0.000	0.000	0.000	0.000
1390941069.200	0.100	0.000	0.000	0.000	0.000
1390941069.300	0.100	0.000	0.000	0.000	0.000
1390941069.529	0.229	1390941056.000	4.744	0.000	0.012
1390941069.529	0.000	0.000	0.000	0.000	0.012
1390941069.691	0.162	0.169	0.013	0.012	0.042
1390941069.700	0.009	0.000	0.000	0.000	0.042
1390941069.944	0.244	0.194	0.011	0.013	0.052
1390941070.016	0.072	0.144	0.024	0.012	0.035
1390941070.016	0.000	0.000	0.000	0.000	0.035
1390941070.214	0.199	0.126	0.004	0.006	0.016
1390941070.308	0.093	0.118	0.003	0.002	0.005
1390941070.308	0.000	0.000	0.000	0.000	0.005
1390941070.520	0.212	0.181	0.000	0.000	0.000
1390941070.603	0.083	0.166	0.001	0.000	-0.001
1390941070.603	0.000	0.000	0.000	0.000	-0.001
1390941070.777	0.174	0.162	0.016	0.017	-0.056
1390941070.936	0.160	0.090	0.001	0.002	-0.004
1390941071.088	0.151	0.117	0.005	0.007	0.016
1390941071.191	0.103	0.102	0.024	0.024	0.021
1390941071.191	0.000	0.000	0.000	0.000	0.021
1390941071.296	0.105	0.109	0.014	0.014	0.030
1390941071.308	0.012	0.000	0.000	0.000	0.030
1390941071.484	0.176	0.171	0.010	0.010	0.036
1390941071.500	0.016	0.000	0.000	0.000	0.036
1390941071.688	0.188	0.183	0.010	0.011	0.039
1390941071.802	0.114	0.145	0.019	0.015	0.042
1390941071.802	0.000	0.000	0.000	0.000	0.042
1390941071.973	0.171	0.117	0.013	0.019	0.044
1390941072.038	0.065	0.118	0.033	0.019	0.044
1390941072.184	0.146	0.090	0.012	0.019	0.034
1390941072.341	0.157	0.122	0.009	0.011	0.027
1390941072.660	0.319	0.089	0.011	0.038	0.036
1390941073.096	0.436	0.113	0.013	0.052	0.043
1390941073.399	0.303	0.127	0.029	0.069	0.039
1390941073.628	0.229	0.094	0.014	0.034	0.030
1390941073.733	0.105	0.111	0.041	0.039	0.049
1390941073.824	0.090	0.110	0.026	0.022	0.048
1390941073.992	0.169	0.126	0.012	0.016	0.040
1390941074.145	0.153	0.119	0.026	0.033	0.043
1390941074.196	0.051	0.121	0.035	0.015	0.035
1390941074.354	0.157	0.102	0.013	0.020	0.040
1390941074.468	0.114	0.079	0.020	0.028	0.045
1390941074.636	0.168	0.150	0.011	0.012	0.035
1390941074.735	0.099	0.112	0.017	0.015	0.033
1390941074.812	0.077	0.135	0.026	0.015	0.040
1390941074.812	0.000	0.000	0.000	0.000	0.040
1390941074.846	0.034	0.000	0.000	0.000	0.040
1390941075.032	0.186	0.198	0.013	0.013	0.050
1390941075.045	0.014	0.000	0.000	0.000	0.050
1390941075.270	0.225	0.211	0.012	0.013	0.054
1390941075.329	0.059	0.183	0.039	0.013	0.046
1390941075.348	0.018	0.000	0.000	0.000	0.046
1390941075.599	0.252	0.117	0.007	0.016	0.038
1390941075.627	0.028	0.154	0.068	0.012	0.038
1390941075.645	0.018	0.000	0.000	0.000	0.038
1390941075.793	0.147	0.189	0.007	0.005	0.020
1390941075.848	0.055	0.000	0.000	0.000	0.020
1390941075.945	0.098	0.000	0.000	0.000	0.020
1390941076.126	0.181	0.241	0.001	0.001	0.005
1390941076.234	0.108	0.165	0.004	0.002	0.008
1390941076.245	0.011	0.000	0.000	0.000	0.008
1390941076.484	0.238	0.229	0.008	0.008	0.037
1390941076.548	0.064	0.105	0.029	0.017	0.037
1390941076.548	0.000	0.000	0.000	0.000	0.037
1390941076.781	0.233	0.147	0.006	0.009	0.027
1390941076.848	0.067	0.166	0.033	0.013	0.045
1390941076.848	0.000	0.000	0.000	0.000	0.045
1390941077.036	0.188	0.173	0.012	0.013	0.047
1390941077.045	0.010	0.000	0.000	0.000	0.047
1390941077.243	0.197	0.127	0.010	0.016	0.040
1390941077.324	0.081	0.106	0.024	0.018	0.039
1390941077.379	0.055	0.133	0.020	0.008	0.022
1390941077.565	0.187	0.108	0.009	0.015	0.033
1390941077.623	0.058	0.103	0.021	0.012	0.024
1390941077.716	0.093	0.085	0.021	0.023	0.039
1390941077.817	0.101	0.079	0.014	0.017	0.028
1390941077.878	0.061	0.092	0.001	0.001	0.001
1390941077.945	0.067	0.000	0.000	0.000	0.001
1390941078.168	0.222	0.217	0.011	0.012	0.050
1390941078.241	0.074	0.162	0.037	0.017	0.054
1390941078.245	0.004	0.000	0.000	0.000	0.054
1390941078.468	0.223	0.178	0.009	0.011	0.039
1390941078.468	0.000	0.000	0.000	0.000	0.039
1390941078.545	0.077	0.000	0.000	0.000	0.039
1390941078.742	0.197	0.248	0.018	0.014	0.071
1390941078.745	0.003	0.000	0.000	0.000	0.071
1390941078.900	0.155	0.178	0.023	0.020	0.070
1390941079.184	0.284	0.148	0.020	0.038	0.114
1390941079.316	0.132	0.140	0.088	0.083	0.137
1390941079.464	0.149	0.133	0.022	0.025	0.067
1390941079.588	0.123	0.165	0.016	0.012	0.039
1390941079.588	0.000	0.000	0.000	0.000	0.039
1390941079.824	0.236	0.168	0.005	0.007	0.022
1390941079.896	0.072	0.120	0.011	0.006	0.015
1390941079.896	0.000	0.000	0.000	0.000	0.015
1390941080.104	0.208	0.172	0.026	0.032	0.109
1390941080.181	0.077	0.109	0.093	0.066	0.145
1390941080.188	0.007	0.000	0.000	0.000	0.145
1390941080.464	0.276	0.215	0.014	0.017	0.075
1390941080.464	0.000	0.000	0.000	0.000	0.075
1390941080.488	0.024	0.000	0.000	0.000	0.075
1390941080.728	0.240	0.242	0.004	0.004	0.017
1390941080.764	0.036	0.120	0.029	0.009	0.021
1390941080.788	0.024	0.000	0.000	0.000	0.021
1390941080.952	0.164	0.172	0.010	0.010	0.034
1390941081.087	0.135	0.102	0.023	0.030	0.061
1390941081.304	0.217	0.112	0.021	0.041	0.091
1390941081.612	0.308	0.109	0.021	0.059	0.057
1390941082.170	0.558	0.111	0.015	0.076	0.050
1390941082.825	0.655	0.138	0.016	0.075	0.050
1390941083.356	0.531	0.164	0.015	0.050	0.038
1390941084.008	0.652	0.200	0.023	0.075	0.070
1390941084.496	0.488	0.144	0.025	0.086	0.054
1390941084.923	0.427	0.123	0.020	0.069	0.027
1390941085.256	0.333	0.074	0.012	0.056	0.032
1390941085.741	0.485	0.083	0.016	0.092	0.033
1390941086.216	0.475	0.081	0.014	0.084	0.039
1390941086.792	0.576	0.069	0.020	0.164	0.097
1390941087.164	0.372	0.101	0.032	0.116	0.031
1390941087.392	0.228	0.084	0.039	0.106	0.066
1390941087.489	0.097	0.127	0.062	0.047	0.058
1390941087.608	0.120	0.083	0.017	0.025	0.041
1390941087.701	0.093	0.064	0.052	0.075	0.045
1390941087.881	0.180	0.000	0.000	0.000	0.045
1390941088.057	0.176	0.133	0.031	0.042	0.060
1390941088.107	0.049	0.146	0.063	0.021	0.062
1390941088.157	0.051	0.000	0.000	0.000	0.062
1390941088.368	0.211	0.171	0.013	0.016	0.054
1390941088.448	0.080	0.133	0.016	0.010	0.026
1390941088.616	0.168	0.144	0.006	0.007	0.020
1390941088.692	0.076	0.119	0.012	0.008	0.018
1390941088.832	0.140	0.090	0.009	0.014	0.025
1390941088.888	0.056	0.156	0.062	0.022	0.070
1390941088.888	0.000	0.000	0.000	0.000	0.070
1390941089.092	0.204	0.064	0.041	0.131	0.076
1390941089.352	0.260	0.047	0.019	0.104	0.047
1390941089.504	0.152	0.192	0.013	0.010	0.039
1390941089.708	0.204	0.113	0.019	0.035	0.035
1390941089.839	0.131	0.120	0.014	0.015	0.037
1390941089.937	0.098	0.144	0.016	0.011	0.031
1390941089.962	0.025	0.129	0.064	0.012	0.032
1390941090.008	0.046	0.000	0.000	0.000	0.032
1390941090.254	0.246	0.127	0.008	0.016	0.042
1390941090.305	0.051	0.073	0.062	0.043	0.030
1390941090.349	0.044	0.077	0.044	0.025	0.039
1390941090.641	0.292	0.053	0.021	0.118	0.090
1390941090.798	0.157	0.117	0.048	0.065	0.063
1390941090.885	0.087	0.091	0.032	0.030	0.055
1390941090.932	0.047	0.087	0.052	0.028	0.049
1390941090.941	0.009	0.000	0.000	0.000	0.049
1390941091.100	0.158	0.175	0.012	0.011	0.039
