0.146	-0.049	0.094
0.146	-0.048	0.182
0.146	-0.048	0.175
0.146	-0.046	0.171
0.146	-0.045	0.167
0.145	-0.046	0.168
0.149	-0.045	0.165
0.148	-0.046	0.168
0.150	-0.046	0.168
0.152	-0.047	0.170
0.152	-0.045	0.098
0.152	-0.042	0.100
0.152	-0.040	0.102
0.152	-0.038	0.103
0.151	-0.036	0.104
0.151	-0.034	0.106
0.150	-0.033	0.107
0.149	-0.031	0.108
0.149	-0.029	0.110
0.149	-0.027	0.111
0.148	-0.023	0.113
0.148	-0.021	0.113
0.148	-0.020	0.113
0.150	-0.019	0.113
0.152	-0.015	0.109
0.152	-0.012	0.106
0.152	-0.010	0.105
0.152	-0.008	0.103
0.153	-0.005	0.101
0.153	-0.002	0.098
0.153	-0.000	0.097
0.153	0.005	0.092
0.153	0.009	0.089
0.153	0.013	0.086
0.153	0.015	0.084
0.153	0.017	0.082
0.151	0.021	0.078
0.151	0.025	0.075
0.147	0.029	0.085
0.149	0.036	0.094
0.149	0.046	0.104
0.150	0.052	0.110
0.150	0.054	0.111
0.150	0.056	0.111
0.149	0.059	0.110
0.148	0.062	0.110
0.146	0.062	0.109
0.146	0.066	0.108
0.145	0.068	0.107
0.145	0.069	0.106
0.145	0.071	0.105
0.145	0.073	0.104
0.144	0.076	0.102
0.144	0.077	0.101
0.144	0.079	0.101
0.144	0.082	0.099
0.144	0.087	0.097
0.144	0.089	0.096
0.143	0.091	0.094
0.143	0.094	0.093
0.143	0.096	0.093
0.143	0.098	0.092
0.143	0.101	0.177
0.144	0.103	0.176
0.144	0.103	0.176
0.144	0.105	0.175
0.143	0.107	0.173
0.151	0.106	0.172
0.151	0.108	0.171
0.151	0.109	0.170
