0	0.207	-0.219	0.009
0	0.206	-0.228	0.005
0	0.206	-0.229	0.005
0	0.206	-0.229	0.005
0	0.206	-0.229	0.005
0	0.206	-0.229	0.005
0	0.206	-0.229	0.005
0	0.206	-0.229	0.005
0	0.206	-0.229	0.005
1	0.208	-0.214	0.001
1	0.213	-0.248	0.002
1	0.210	-0.252	0.003
1	0.211	-0.250	0.003
0	0.212	-0.245	0.006
0	0.212	-0.243	0.006
0	0.212	-0.240	0.008
0	0.212	-0.235	0.009
0	0.213	-0.230	0.010
0	0.213	-0.225	0.011
0	0.213	-0.216	0.014
0	0.214	-0.212	0.015
0	0.215	-0.197	0.017
0	0.215	-0.190	0.018
0	0.215	-0.181	0.018
0	0.215	-0.178	0.018
0	0.216	-0.169	0.019
0	0.216	-0.161	0.019
0	0.216	-0.159	0.019
0	0.216	-0.152	0.018
0	0.216	-0.146	0.018
0	0.216	-0.139	0.017
0	0.217	-0.126	0.016
0	0.217	-0.121	0.015
0	0.217	-0.118	0.015
0	0.217	-0.113	0.014
0	0.217	-0.106	0.012
0	0.217	-0.101	0.011
0	0.217	-0.099	0.011
0	0.217	-0.093	0.008
0	0.217	-0.090	0.008
0	0.217	-0.086	0.007
0	0.217	-0.083	0.006
1	0.217	-0.079	0.003
1	0.218	-0.076	0.002
1	0.218	-0.075	0.001
1	0.219	-0.075	0.001
1	0.219	-0.076	0.001
1	0.219	-0.076	0.001
1	0.219	-0.076	0.001
1	0.219	-0.076	0.001
1	0.218	-0.078	0.001
1	0.218	-0.078	0.001
1	0.218	-0.078	0.001
1	0.219	-0.078	0.001
1	0.218	-0.079	0.001
1	0.218	-0.080	0.001
1	0.219	-0.079	0.001
1	0.219	-0.079	0.001
1	0.219	-0.080	0.001
1	0.219	-0.081	0.001
1	0.220	-0.081	0.001
1	0.220	-0.080	0.001
1	0.220	-0.080	0.001
1	0.220	-0.078	0.001
1	0.220	-0.084	0.001
1	0.221	-0.083	0.001
1	0.221	-0.082	0.001
1	0.221	-0.081	0.001
1	0.221	-0.083	0.001
1	0.221	-0.084	0.001
1	0.221	-0.083	0.001
1	0.221	-0.082	0.001
1	0.221	-0.084	0.001
1	0.221	-0.082	0.001
1	0.221	-0.085	0.001
1	0.220	-0.086	0.001
1	0.220	-0.086	0.001
1	0.220	-0.083	0.002
0	0.220	-0.080	0.005
0	0.219	-0.078	0.004
0	0.220	-0.069	0.009
0	0.221	-0.065	0.010
0	0.221	-0.061	0.011
0	0.221	-0.059	0.011
0	0.221	-0.050	0.014
0	0.221	-0.043	0.015
0	0.222	-0.040	0.015
0	0.223	-0.027	0.017
0	0.223	-0.020	0.018
0	0.223	-0.006	0.019
0	0.223	0.002	0.019
0	0.223	0.006	0.018
0	0.224	0.013	0.018
0	0.224	0.014	0.018
0	0.229	0.031	0.016
0	0.226	0.040	0.017
0	0.225	0.051	0.015
0	0.226	0.054	0.014
0	0.227	0.065	0.011
0	0.227	0.075	0.008
0	0.228	0.078	0.008
0	0.228	0.081	0.005
0	0.228	0.081	0.005
0	0.226	0.088	0.006
0	0.225	0.092	0.006
0	0.226	0.093	0.006
1	0.226	0.094	0.002
1	0.227	0.096	0.002
1	0.227	0.097	0.001
1	0.227	0.095	0.001
1	0.227	0.096	0.001
1	0.227	0.097	0.001
1	0.227	0.097	0.001
1	0.226	0.092	0.001
1	0.227	0.092	0.001
1	0.227	0.093	0.001
1	0.227	0.093	0.001
1	0.227	0.093	0.001
1	0.227	0.094	0.001
1	0.227	0.095	0.001
1	0.227	0.096	0.001
1	0.228	0.098	0.001
1	0.228	0.094	0.001
1	0.228	0.094	0.001
1	0.228	0.095	0.001
1	0.228	0.095	0.001
1	0.229	0.095	0.001
1	0.229	0.095	0.001
1	0.229	0.094	0.001
1	0.229	0.094	0.001
1	0.228	0.094	0.001
1	0.228	0.094	0.001
1	0.228	0.094	0.001
1	0.228	0.093	0.001
1	0.228	0.093	0.001
1	0.228	0.093	0.001
1	0.228	0.093	0.001
1	0.229	0.093	0.001
1	0.229	0.093	0.001
1	0.229	0.093	0.001
1	0.229	0.093	0.001
1	0.229	0.093	0.001
1	0.229	0.093	0.001
1	0.229	0.093	0.001
1	0.229	0.094	0.001
0	0.229	0.103	0.009
0	0.229	0.105	0.009
0	0.230	0.115	0.013
0	0.231	0.119	0.013
0	0.231	0.120	0.013
0	0.231	0.130	0.016
0	0.232	0.133	0.016
0	0.233	0.133	0.016
0	0.233	0.133	0.016
0	0.230	0.141	0.018
0	0.229	0.167	0.019
0	0.229	0.172	0.019
0	0.229	0.191	0.018
0	0.230	0.198	0.018
0	0.230	0.211	0.016
0	0.229	0.216	0.016
0	0.230	0.222	0.014
0	0.230	0.223	0.014
0	0.231	0.237	0.008
0	0.229	0.256	0.004
1	0.229	0.260	0.001
1	0.230	0.261	0.001
1	0.230	0.261	0.001
1	0.230	0.261	0.001
1	0.230	0.261	0.001
1	0.230	0.261	0.001
1	0.230	0.261	0.001
1	0.230	0.261	0.001
1	0.230	0.261	0.001
1	0.230	0.261	0.001
1	0.230	0.261	0.001
1	0.230	0.260	0.001
1	0.230	0.260	0.001
1	0.230	0.260	0.001
1	0.230	0.260	0.001
1	0.230	0.260	0.001
1	0.230	0.259	0.001
1	0.231	0.260	0.001
1	0.231	0.261	0.001
1	0.231	0.258	0.001
1	0.231	0.260	0.001
1	0.231	0.260	0.001
1	0.231	0.261	0.001
1	0.230	0.259	0.001
1	0.230	0.260	0.001
1	0.230	0.260	0.001
1	0.230	0.261	0.001
1	0.230	0.262	0.001
1	0.229	0.261	0.001
1	0.229	0.261	0.001
1	0.229	0.261	0.001
1	0.229	0.262	0.001
1	0.229	0.261	0.001
1	0.229	0.261	0.001
1	0.229	0.262	0.001
1	0.228	0.263	0.001
1	0.228	0.258	0.001
1	0.228	0.260	0.001
1	0.228	0.260	0.001
1	0.228	0.260	0.001
1	0.229	0.261	0.001
1	0.228	0.259	0.001
1	0.228	0.259	0.001
1	0.228	0.259	0.001
1	0.228	0.259	0.001
1	0.228	0.259	0.001
1	0.227	0.259	0.001
1	0.227	0.259	0.001
1	0.227	0.259	0.001
1	0.227	0.259	0.001
1	0.227	0.259	0.001
1	0.227	0.259	0.001
1	0.227	0.259	0.001
1	0.227	0.261	0.001
0	0.225	0.265	0.006
0	0.224	0.269	0.008
0	0.223	0.275	0.011
0	0.225	0.284	0.013
0	0.225	0.290	0.013
0	0.224	0.302	0.015
0	0.224	0.306	0.015
0	0.223	0.312	0.016
0	0.222	0.319	0.017
0	0.222	0.325	0.018
0	0.222	0.336	0.018
0	0.222	0.349	0.018
0	0.222	0.352	0.018
0	0.220	0.356	0.019
0	0.220	0.357	0.019
0	0.220	0.376	0.017
0	0.220	0.385	0.016
0	0.220	0.395	0.014
0	0.220	0.401	0.013
0	0.219	0.409	0.011
0	0.219	0.411	0.011
0	0.220	0.421	0.007
0	0.220	0.427	0.005
0	0.219	0.429	0.005
0	0.219	0.430	0.005
1	0.220	0.432	0.002
1	0.220	0.433	0.001
1	0.220	0.433	0.001
1	0.220	0.434	0.001
1	0.220	0.434	0.001
1	0.220	0.433	0.001
1	0.220	0.433	0.001
1	0.220	0.433	0.001
1	0.220	0.433	0.001
1	0.220	0.433	0.001
1	0.220	0.433	0.001
1	0.220	0.433	0.001
1	0.221	0.432	0.001
1	0.221	0.432	0.001
1	0.221	0.432	0.001
1	0.221	0.432	0.001
1	0.221	0.432	0.001
1	0.221	0.431	0.001
1	0.222	0.431	0.001
1	0.222	0.431	0.001
1	0.221	0.428	0.001
1	0.221	0.427	0.001
1	0.221	0.428	0.001
1	0.221	0.428	0.001
1	0.222	0.429	0.001
1	0.222	0.430	0.001
1	0.221	0.423	0.001
1	0.222	0.424	0.001
1	0.223	0.426	0.001
1	0.224	0.427	0.001
1	0.225	0.428	0.001
1	0.224	0.421	0.001
1	0.224	0.422	0.001
1	0.224	0.423	0.001
1	0.224	0.421	0.001
1	0.224	0.422	0.001
1	0.224	0.422	0.001
1	0.224	0.423	0.001
1	0.225	0.424	0.001
1	0.225	0.425	0.001
1	0.224	0.422	0.001
1	0.224	0.422	0.001
1	0.224	0.422	0.001
1	0.224	0.422	0.001
1	0.224	0.422	0.001
1	0.224	0.422	0.001
1	0.224	0.422	0.001
1	0.223	0.422	0.001
1	0.223	0.422	0.001
1	0.223	0.422	0.001
1	0.223	0.422	0.001
1	0.223	0.422	0.001
1	0.223	0.422	0.001
1	0.223	0.423	0.001
1	0.223	0.423	0.001
1	0.223	0.423	0.001
1	0.222	0.424	0.002
1	0.222	0.424	0.002
1	0.222	0.428	0.003
0	0.222	0.434	0.006
0	0.222	0.440	0.009
0	0.222	0.440	0.009
0	0.223	0.440	0.009
0	0.222	0.451	0.014
0	0.222	0.456	0.014
0	0.223	0.459	0.014
0	0.223	0.479	0.018
0	0.222	0.486	0.018
0	0.222	0.503	0.019
0	0.222	0.507	0.019
0	0.221	0.519	0.019
0	0.222	0.524	0.018
0	0.223	0.533	0.017
0	0.223	0.537	0.016
0	0.223	0.543	0.015
0	0.223	0.544	0.015
0	0.224	0.549	0.013
0	0.223	0.557	0.013
0	0.221	0.569	0.009
0	0.221	0.573	0.007
0	0.222	0.577	0.007
1	0.223	0.587	0.003
1	0.223	0.591	0.003
1	0.223	0.591	0.003
1	0.223	0.592	0.001
1	0.223	0.593	0.001
1	0.223	0.593	0.001
1	0.223	0.593	0.001
1	0.223	0.593	0.001
1	0.224	0.593	0.001
1	0.224	0.592	0.001
1	0.224	0.592	0.001
1	0.224	0.592	0.001
1	0.224	0.592	0.001
1	0.224	0.592	0.001
1	0.224	0.592	0.001
1	0.224	0.592	0.001
1	0.224	0.590	0.001
1	0.224	0.591	0.001
1	0.223	0.590	0.001
