0.000,-0.424,-0.345
0.000,-0.424,-0.350
0.000,-0.425,-0.355
0.000,-0.426,-0.360
0.000,-0.426,-0.366
0.000,-0.427,-0.371
0.000,-0.427,-0.376
0.000,-0.428,-0.381
0.000,-0.428,-0.386
0.000,-0.428,-0.391
0.000,-0.429,-0.396
0.000,-0.429,-0.401
0.000,-0.429,-0.406
0.000,-0.429,-0.411
0.000,-0.430,-0.416
0.000,-0.430,-0.421
0.000,-0.430,-0.425
0.000,-0.430,-0.430
0.000,-0.430,-0.435
0.000,-0.430,-0.440
0.000,-0.430,-0.444
0.000,-0.429,-0.449
0.000,-0.429,-0.454
0.000,-0.429,-0.458
0.000,-0.429,-0.463
0.000,-0.428,-0.467
0.000,-0.428,-0.472
0.000,-0.428,-0.476
0.000,-0.427,-0.480
0.000,-0.426,-0.485
0.000,-0.426,-0.489
0.000,-0.425,-0.493
0.000,-0.425,-0.498
0.000,-0.424,-0.502
0.000,-0.423,-0.506
0.000,-0.422,-0.510
0.000,-0.421,-0.514
0.000,-0.421,-0.519
0.000,-0.420,-0.523
0.000,-0.419,-0.527
0.000,-0.418,-0.531
0.000,-0.416,-0.535
0.000,-0.415,-0.538
0.000,-0.414,-0.542
0.000,-0.413,-0.546
0.000,-0.411,-0.550
0.000,-0.410,-0.554
0.000,-0.409,-0.557
0.000,-0.407,-0.561
0.000,-0.406,-0.565
0.000,-0.404,-0.568
0.000,-0.402,-0.572
0.000,-0.401,-0.575
0.000,-0.399,-0.579
0.000,-0.397,-0.582
0.000,-0.395,-0.586
0.000,-0.393,-0.589
0.000,-0.391,-0.592
0.000,-0.389,-0.596
0.000,-0.387,-0.599
0.000,-0.385,-0.602
0.000,-0.383,-0.625
0.000,-0.376,-0.645
0.000,-0.377,-0.661
0.000,-0.385,-0.672
0.000,-0.402,-0.679
0.000,-0.426,-0.680
0.000,-0.457,-0.675
0.000,-0.494,-0.665
0.000,-0.535,-0.650
0.000,-0.579,-0.630
0.000,-0.620,-0.606
0.000,-0.612,-0.578
0.000,-0.598,-0.548
0.000,-0.580,-0.517
0.000,-0.558,-0.485
0.000,-0.534,-0.453
0.000,-0.508,-0.422
0.000,-0.480,-0.394
0.000,-0.452,-0.368
0.000,-0.424,-0.345
0.000,-0.424,-0.350
0.000,-0.425,-0.355
0.000,-0.426,-0.360
0.000,-0.426,-0.366
0.000,-0.427,-0.371
0.000,-0.427,-0.376
0.000,-0.428,-0.381
0.000,-0.428,-0.386
0.000,-0.428,-0.391
0.000,-0.429,-0.396
0.000,-0.429,-0.401
0.000,-0.429,-0.406
0.000,-0.429,-0.411
0.000,-0.430,-0.416
0.000,-0.430,-0.421
0.000,-0.430,-0.425
0.000,-0.430,-0.430
0.000,-0.430,-0.435
0.000,-0.430,-0.440
0.000,-0.430,-0.444
0.000,-0.429,-0.449
0.000,-0.429,-0.454
0.000,-0.429,-0.458
0.000,-0.429,-0.463
0.000,-0.428,-0.467
0.000,-0.428,-0.472
0.000,-0.428,-0.476
0.000,-0.427,-0.480
0.000,-0.426,-0.485
0.000,-0.426,-0.489
0.000,-0.425,-0.493
0.000,-0.425,-0.498
0.000,-0.424,-0.502
0.000,-0.423,-0.506
0.000,-0.422,-0.510
0.000,-0.421,-0.514
0.000,-0.421,-0.519
0.000,-0.420,-0.523
0.000,-0.419,-0.527
0.000,-0.418,-0.531
0.000,-0.416,-0.535
0.000,-0.415,-0.538
0.000,-0.414,-0.542
0.000,-0.413,-0.546
0.000,-0.411,-0.550
0.000,-0.410,-0.554
0.000,-0.409,-0.557
0.000,-0.407,-0.561
0.000,-0.406,-0.565
0.000,-0.404,-0.568
0.000,-0.402,-0.572
0.000,-0.401,-0.575
0.000,-0.399,-0.579
0.000,-0.397,-0.582
0.000,-0.395,-0.586
0.000,-0.393,-0.589
0.000,-0.391,-0.592
0.000,-0.389,-0.596
0.000,-0.387,-0.599
0.000,-0.385,-0.602
0.000,-0.383,-0.625
0.000,-0.376,-0.645
0.000,-0.377,-0.661
0.000,-0.385,-0.672
0.000,-0.402,-0.679
0.000,-0.426,-0.680
0.000,-0.457,-0.675
0.000,-0.494,-0.665
0.000,-0.535,-0.650
0.000,-0.579,-0.630
0.000,-0.620,-0.606
0.000,-0.612,-0.578
0.000,-0.598,-0.548
0.000,-0.580,-0.517
0.000,-0.558,-0.485
0.000,-0.534,-0.453
0.000,-0.508,-0.422
0.000,-0.480,-0.394
0.000,-0.452,-0.368
0.000,-0.424,-0.345
0.000,-0.424,-0.350
0.000,-0.425,-0.355
0.000,-0.426,-0.360
0.000,-0.426,-0.366
0.000,-0.427,-0.371
0.000,-0.427,-0.376
0.000,-0.428,-0.381
0.000,-0.428,-0.386
0.000,-0.428,-0.391
0.000,-0.429,-0.396
0.000,-0.429,-0.401
0.000,-0.429,-0.406
0.000,-0.429,-0.411
0.000,-0.430,-0.416
0.000,-0.430,-0.421
0.000,-0.430,-0.425
0.000,-0.430,-0.430
0.000,-0.430,-0.435
0.000,-0.430,-0.440
0.000,-0.430,-0.444
0.000,-0.429,-0.449
0.000,-0.429,-0.454
0.000,-0.429,-0.458
0.000,-0.429,-0.463
0.000,-0.428,-0.467
0.000,-0.428,-0.472
0.000,-0.428,-0.476
0.000,-0.427,-0.480
0.000,-0.426,-0.485
0.000,-0.426,-0.489
0.000,-0.425,-0.493
0.000,-0.425,-0.498
0.000,-0.424,-0.502
0.000,-0.423,-0.506
0.000,-0.422,-0.510
0.000,-0.421,-0.514
0.000,-0.421,-0.519
0.000,-0.420,-0.523
0.000,-0.419,-0.527
0.000,-0.418,-0.531
0.000,-0.416,-0.535
0.000,-0.415,-0.538
0.000,-0.414,-0.542
0.000,-0.413,-0.546
0.000,-0.411,-0.550
0.000,-0.410,-0.554
0.000,-0.409,-0.557
0.000,-0.407,-0.561
0.000,-0.406,-0.565
0.000,-0.404,-0.568
0.000,-0.402,-0.572
0.000,-0.401,-0.575
0.000,-0.399,-0.579
0.000,-0.397,-0.582
0.000,-0.395,-0.586
0.000,-0.393,-0.589
0.000,-0.391,-0.592
0.000,-0.389,-0.596
0.000,-0.387,-0.599
0.000,-0.385,-0.602
0.000,-0.383,-0.625
0.000,-0.376,-0.645
0.000,-0.377,-0.661
0.000,-0.385,-0.672
0.000,-0.402,-0.679
0.000,-0.426,-0.680
0.000,-0.457,-0.675
0.000,-0.494,-0.665
0.000,-0.535,-0.650
0.000,-0.579,-0.630
0.000,-0.620,-0.606
0.000,-0.612,-0.578
0.000,-0.598,-0.548
0.000,-0.580,-0.517
0.000,-0.558,-0.485
0.000,-0.534,-0.453
0.000,-0.508,-0.422
0.000,-0.480,-0.394
0.000,-0.452,-0.368
0.000,-0.424,-0.345
0.000,-0.424,-0.350
0.000,-0.425,-0.355
0.000,-0.426,-0.360
0.000,-0.426,-0.366
0.000,-0.427,-0.371
0.000,-0.427,-0.376
0.000,-0.428,-0.381
0.000,-0.428,-0.386
0.000,-0.428,-0.391
0.000,-0.429,-0.396
0.000,-0.429,-0.401
0.000,-0.429,-0.406
0.000,-0.429,-0.411
0.000,-0.430,-0.416
0.000,-0.430,-0.421
0.000,-0.430,-0.425
0.000,-0.430,-0.430
0.000,-0.430,-0.435
0.000,-0.430,-0.440
0.000,-0.430,-0.444
0.000,-0.429,-0.449
0.000,-0.429,-0.454
0.000,-0.429,-0.458
0.000,-0.429,-0.463
0.000,-0.428,-0.467
0.000,-0.428,-0.472
0.000,-0.428,-0.476
0.000,-0.427,-0.480
0.000,-0.426,-0.485
0.000,-0.426,-0.489
0.000,-0.425,-0.493
0.000,-0.425,-0.498
0.000,-0.424,-0.502
0.000,-0.423,-0.506
0.000,-0.422,-0.510
0.000,-0.421,-0.514
0.000,-0.421,-0.519
0.000,-0.420,-0.523
0.000,-0.419,-0.527
0.000,-0.418,-0.531
0.000,-0.416,-0.535
0.000,-0.415,-0.538
0.000,-0.414,-0.542
0.000,-0.413,-0.546
0.000,-0.411,-0.550
0.000,-0.410,-0.554
0.000,-0.409,-0.557
0.000,-0.407,-0.561
0.000,-0.406,-0.565
0.000,-0.404,-0.568
0.000,-0.402,-0.572
0.000,-0.401,-0.575
0.000,-0.399,-0.579
0.000,-0.397,-0.582
0.000,-0.395,-0.586
0.000,-0.393,-0.589
0.000,-0.391,-0.592
0.000,-0.389,-0.596
0.000,-0.387,-0.599
0.000,-0.385,-0.602
0.000,-0.383,-0.625
0.000,-0.376,-0.645
0.000,-0.377,-0.661
0.000,-0.385,-0.672
0.000,-0.402,-0.679
0.000,-0.426,-0.680
0.000,-0.457,-0.675
0.000,-0.494,-0.665
0.000,-0.535,-0.650
0.000,-0.579,-0.630
0.000,-0.620,-0.606
0.000,-0.612,-0.578
0.000,-0.598,-0.548
0.000,-0.580,-0.517
0.000,-0.558,-0.485
0.000,-0.534,-0.453
0.000,-0.508,-0.422
0.000,-0.480,-0.394
0.000,-0.452,-0.368
0.000,-0.424,-0.345
0.000,-0.424,-0.350
0.000,-0.425,-0.355
0.000,-0.426,-0.360
0.000,-0.426,-0.366
0.000,-0.427,-0.371
0.000,-0.427,-0.376
0.000,-0.428,-0.381
0.000,-0.428,-0.386
0.000,-0.428,-0.391
0.000,-0.429,-0.396
0.000,-0.429,-0.401
0.000,-0.429,-0.406
0.000,-0.429,-0.411
0.000,-0.430,-0.416
0.000,-0.430,-0.421
0.000,-0.430,-0.425
0.000,-0.430,-0.430
0.000,-0.430,-0.435
0.000,-0.430,-0.440
0.000,-0.430,-0.444
0.000,-0.429,-0.449
0.000,-0.429,-0.454
0.000,-0.429,-0.458
0.000,-0.429,-0.463
0.000,-0.428,-0.467
0.000,-0.428,-0.472
0.000,-0.428,-0.476
0.000,-0.427,-0.480
0.000,-0.426,-0.485
0.000,-0.426,-0.489
0.000,-0.425,-0.493
0.000,-0.425,-0.498
0.000,-0.424,-0.502
0.000,-0.423,-0.506
0.000,-0.422,-0.510
0.000,-0.421,-0.514
0.000,-0.421,-0.519
0.000,-0.420,-0.523
0.000,-0.419,-0.527
0.000,-0.418,-0.531
0.000,-0.416,-0.535
0.000,-0.415,-0.538
0.000,-0.414,-0.542
0.000,-0.413,-0.546
0.000,-0.411,-0.550
0.000,-0.410,-0.554
0.000,-0.409,-0.557
0.000,-0.407,-0.561
0.000,-0.406,-0.565
0.000,-0.404,-0.568
0.000,-0.402,-0.572
0.000,-0.401,-0.575
0.000,-0.399,-0.579
0.000,-0.397,-0.582
0.000,-0.395,-0.586
0.000,-0.393,-0.589
0.000,-0.391,-0.592
0.000,-0.389,-0.596
0.000,-0.387,-0.599
0.000,-0.385,-0.602
0.000,-0.383,-0.625
0.000,-0.376,-0.645
0.000,-0.377,-0.661
0.000,-0.385,-0.672
0.000,-0.402,-0.679
0.000,-0.426,-0.680
0.000,-0.457,-0.675
0.000,-0.494,-0.665
0.000,-0.535,-0.650
0.000,-0.579,-0.630
0.000,-0.620,-0.606
0.000,-0.612,-0.578
0.000,-0.598,-0.548
0.000,-0.580,-0.517
0.000,-0.558,-0.485
0.000,-0.534,-0.453
0.000,-0.508,-0.422
0.000,-0.480,-0.394
0.000,-0.452,-0.368
0.000,-0.424,-0.345
0.000,-0.424,-0.350
0.000,-0.425,-0.355
0.000,-0.426,-0.360
0.000,-0.426,-0.366
0.000,-0.427,-0.371
0.000,-0.427,-0.376
0.000,-0.428,-0.381
0.000,-0.428,-0.386
0.000,-0.428,-0.391
0.000,-0.429,-0.396
0.000,-0.429,-0.401
0.000,-0.429,-0.406
0.000,-0.429,-0.411
0.000,-0.430,-0.416
0.000,-0.430,-0.421
0.000,-0.430,-0.425
0.000,-0.430,-0.430
0.000,-0.430,-0.435
0.000,-0.430,-0.440
