0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
0.00172	0.00445	0.00476	0.00315	0.00354	0.00092	1.24609	-0.00320	-0.00323	0.19080	0.05617	0.99090	
0.00172	0.00445	0.00476	0.00315	0.00354	0.00092	1.24609	-0.00320	-0.00323	0.19080	0.05617	0.99090	
0.00190	0.00290	0.00300	0.00211	0.00238	0.00103	0.84883	0.40926	0.42446	0.70134	0.63951	0.93999	
0.00202	0.00208	0.00211	0.00172	0.00198	0.00114	0.67831	0.90896	0.97446	0.79147	0.73103	0.86778	
0.00209	0.00166	0.00150	0.00160	0.00171	0.00122	0.62591	0.85590	0.82540	0.82869	0.80263	0.83115	
0.00209	0.00166	0.00150	0.00160	0.00171	0.00122	0.62591	0.85590	0.82540	0.82869	0.80263	0.83115	
0.00212	0.00151	0.00135	0.00153	0.00161	0.00129	0.60110	0.88636	0.93733	0.85095	0.83279	0.81150	
0.00214	0.00145	0.00131	0.00147	0.00157	0.00132	0.58928	0.89879	0.93988	0.87269	0.84781	0.80072	
0.00214	0.00145	0.00131	0.00147	0.00157	0.00132	0.58928	0.89879	0.93988	0.87269	0.84781	0.80072	
0.00215	0.00142	0.00131	0.00143	0.00155	0.00135	0.58410	0.90691	0.93581	0.88885	0.85439	0.79485	
0.00215	0.00140	0.00132	0.00140	0.00154	0.00136	0.58147	0.91155	0.93273	0.89794	0.85745	0.79173	
0.00215	0.00139	0.00132	0.00139	0.00154	0.00136	0.58036	0.91392	0.93249	0.90152	0.85922	0.79013	
0.00170	0.00281	0.00298	0.00083	0.00098	0.00294	0.54288	0.38062	0.35866	0.82612	0.79000	0.31354	
0.00192	0.00224	0.00361	0.00088	0.00093	0.00280	1.06597	0.57272	0.11274	0.95105	1.09399	0.24848	
0.00204	0.00102	0.00107	0.00125	0.00107	0.00124	0.71803	1.07046	0.99616	0.88204	1.07430	0.85318	
0.00204	0.00102	0.00107	0.00125	0.00107	0.00124	0.71803	1.07046	0.99616	0.88204	1.07430	0.85318	
0.00252	0.00102	0.00098	0.00267	0.00245	0.00125	0.62010	0.93957	0.91450	0.72628	0.82811	0.81596	
