1391523924.164	1391523968.000	0.000	0.000	0.000	0.000
1391523924.264	0.100	0.000	0.000	0.000	0.000
1391523924.364	0.100	0.000	0.000	0.000	0.000
1391523924.464	0.100	0.000	0.000	0.000	0.000
1391523924.564	0.100	0.000	0.000	0.000	0.000
1391523924.664	0.100	0.000	0.000	0.000	0.000
1391523924.781	0.117	1391523968.000	9.426	0.000	0.012
1391523924.864	0.083	0.000	0.000	0.000	0.012
1391523925.045	0.181	0.205	0.012	0.010	0.042
1391523925.064	0.019	0.000	0.000	0.000	0.042
1391523925.221	0.157	0.169	0.016	0.015	0.051
1391523925.264	0.043	0.000	0.000	0.000	0.051
1391523925.415	0.151	0.172	0.011	0.010	0.034
1391523925.491	0.076	0.150	0.010	0.005	0.016
1391523925.565	0.074	0.000	0.000	0.000	0.016
1391523925.729	0.164	0.163	0.001	0.001	0.005
1391523925.867	0.138	0.142	0.000	0.000	0.000
1391523925.867	0.000	0.000	0.000	0.000	0.000
1391523926.077	0.210	0.134	0.025	0.039	-0.105
1391523926.144	0.067	0.144	0.054	0.025	-0.072
1391523926.165	0.021	0.000	0.000	0.000	-0.072
1391523926.341	0.176	0.162	0.016	0.018	0.058
1391523926.364	0.023	0.000	0.000	0.000	0.058
1391523926.496	0.131	0.189	0.008	0.006	0.021
1391523926.564	0.069	0.000	0.000	0.000	0.021
1391523926.728	0.164	0.217	0.006	0.005	0.020
1391523926.764	0.036	0.000	0.000	0.000	0.020
1391523926.953	0.189	0.232	0.008	0.006	0.029
1391523926.964	0.011	0.000	0.000	0.000	0.029
1391523927.109	0.145	0.156	0.013	0.012	0.037
1391523927.226	0.117	0.167	0.018	0.013	0.043
1391523927.264	0.038	0.000	0.000	0.000	0.043
1391523927.528	0.263	0.151	0.007	0.011	0.034
1391523927.601	0.074	0.132	0.025	0.014	0.037
1391523927.741	0.140	0.132	0.011	0.012	0.031
1391523927.881	0.140	0.109	0.011	0.014	0.032
1391523927.962	0.081	0.103	0.026	0.021	0.043
1391523928.080	0.118	0.126	0.021	0.019	0.049
1391523928.101	0.022	0.119	0.077	0.014	0.033
1391523928.239	0.138	0.095	0.013	0.019	0.037
1391523928.405	0.166	0.162	0.013	0.013	0.043
1391523928.405	0.000	0.000	0.000	0.000	0.043
1391523928.613	0.208	0.144	0.010	0.015	0.043
1391523928.701	0.088	0.156	0.020	0.011	0.035
1391523928.701	0.000	0.000	0.000	0.000	0.035
1391523928.781	0.080	0.000	0.000	0.000	0.035
