0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
0.019,0.019,-0.387,0.000,-0.001,0.045,-0.100
