0.466,-0.128,-0.123,0.000,-0.039,0.078,-0.100
0.441,-0.128,-0.122,0.100,-0.037,0.079,-0.100
0.415,-0.128,-0.120,0.200,-0.035,0.080,-0.100
0.390,-0.128,-0.118,0.300,-0.033,0.081,-0.100
0.364,-0.128,-0.116,0.400,-0.031,0.083,-0.100
0.339,-0.128,-0.112,0.500,-0.030,0.084,-0.100
0.314,-0.128,-0.108,0.600,-0.028,0.085,-0.100
0.290,-0.128,-0.104,0.700,-0.026,0.086,-0.100
0.265,-0.127,-0.099,0.800,-0.024,0.087,-0.100
0.241,-0.127,-0.094,0.900,-0.022,0.088,-0.100
0.217,-0.127,-0.087,1.000,-0.020,0.089,-0.100
0.194,-0.126,-0.081,1.100,-0.018,0.090,-0.100
0.171,-0.126,-0.074,1.200,-0.016,0.091,-0.100
0.148,-0.125,-0.066,1.300,-0.014,0.092,-0.100
0.126,-0.124,-0.057,1.400,-0.012,0.093,-0.100
0.104,-0.123,-0.049,1.500,-0.010,0.095,-0.100
0.082,-0.122,-0.039,1.600,-0.008,0.096,-0.100
0.061,-0.120,-0.029,1.700,-0.006,0.097,-0.100
0.040,-0.119,-0.018,1.800,-0.004,0.098,-0.100
0.020,-0.117,-0.007,1.900,-0.002,0.099,-0.100
0.000,-0.115,0.005,2.000,0.000,0.100,-0.100
-0.019,-0.113,0.018,2.100,0.002,0.101,-0.100
-0.038,-0.110,0.031,2.200,0.004,0.102,-0.100
-0.057,-0.107,0.045,2.300,0.006,0.103,-0.100
-0.075,-0.104,0.059,2.400,0.008,0.104,-0.100
-0.093,-0.100,0.074,2.500,0.010,0.105,-0.100
-0.110,-0.096,0.090,2.600,0.012,0.107,-0.100
-0.127,-0.092,0.107,2.700,0.014,0.108,-0.100
-0.144,-0.088,0.124,2.800,0.016,0.109,-0.100
-0.160,-0.083,0.142,2.900,0.018,0.110,-0.100
-0.176,-0.077,0.160,3.000,0.020,0.111,-0.100
-0.191,-0.071,0.180,3.100,0.022,0.112,-0.100
-0.206,-0.065,0.200,3.200,0.024,0.113,-0.100
-0.220,-0.058,0.221,3.300,0.026,0.114,-0.100
-0.235,-0.051,0.243,3.400,0.028,0.115,-0.100
-0.248,-0.043,0.265,3.500,0.030,0.116,-0.100
-0.262,-0.034,0.288,3.600,0.031,0.117,-0.100
-0.275,-0.025,0.313,3.700,0.033,0.119,-0.100
-0.288,-0.016,0.338,3.800,0.035,0.120,-0.100
-0.300,-0.006,0.364,3.900,0.037,0.121,-0.100
-0.313,0.005,0.391,0.000,0.039,0.122,-0.100
-0.312,-0.022,0.364,0.100,0.039,0.122,-0.098
-0.310,-0.049,0.333,0.200,0.039,0.122,-0.097
-0.306,-0.078,0.301,0.300,0.038,0.121,-0.095
-0.301,-0.107,0.266,0.400,0.037,0.121,-0.094
-0.294,-0.136,0.230,0.500,0.036,0.120,-0.092
-0.286,-0.166,0.193,0.600,0.035,0.119,-0.091
-0.276,-0.195,0.155,0.700,0.034,0.119,-0.090
-0.264,-0.224,0.116,0.800,0.032,0.118,-0.088
-0.251,-0.252,0.077,0.900,0.030,0.117,-0.087
-0.237,-0.279,0.038,1.000,0.028,0.115,-0.086
-0.220,-0.305,-0.001,1.100,0.026,0.114,-0.085
-0.202,-0.330,-0.039,1.200,0.023,0.113,-0.084
-0.183,-0.353,-0.075,1.300,0.021,0.111,-0.083
-0.161,-0.374,-0.111,1.400,0.018,0.110,-0.082
-0.138,-0.393,-0.145,1.500,0.015,0.108,-0.082
-0.113,-0.410,-0.177,1.600,0.012,0.107,-0.081
-0.087,-0.424,-0.206,1.700,0.009,0.105,-0.081
-0.059,-0.436,-0.234,1.800,0.006,0.103,-0.080
-0.030,-0.446,-0.258,1.900,0.003,0.102,-0.080
0.000,-0.452,-0.280,2.000,0.000,0.100,-0.080
0.031,-0.456,-0.298,2.100,-0.003,0.098,-0.080
0.064,-0.457,-0.313,2.200,-0.006,0.097,-0.080
0.097,-0.455,-0.325,2.300,-0.009,0.095,-0.081
0.130,-0.450,-0.334,2.400,-0.012,0.093,-0.081
0.163,-0.443,-0.339,2.500,-0.015,0.092,-0.082
0.196,-0.433,-0.341,2.600,-0.018,0.090,-0.082
0.228,-0.421,-0.340,2.700,-0.021,0.089,-0.083
0.259,-0.406,-0.336,2.800,-0.023,0.087,-0.084
0.289,-0.390,-0.329,2.900,-0.026,0.086,-0.085
0.318,-0.371,-0.319,3.000,-0.028,0.085,-0.086
0.344,-0.351,-0.307,3.100,-0.030,0.083,-0.087
0.369,-0.330,-0.293,3.200,-0.032,0.082,-0.088
0.391,-0.307,-0.276,3.300,-0.034,0.081,-0.090
0.411,-0.284,-0.258,3.400,-0.035,0.081,-0.091
0.427,-0.259,-0.238,3.500,-0.036,0.080,-0.092
0.441,-0.233,-0.217,3.600,-0.037,0.079,-0.094
0.452,-0.208,-0.195,3.700,-0.038,0.079,-0.095
0.460,-0.181,-0.172,3.800,-0.039,0.078,-0.097
0.465,-0.155,-0.148,3.900,-0.039,0.078,-0.098
0.466,-0.128,-0.123,0.000,-0.039,0.078,-0.100
0.441,-0.128,-0.122,0.100,-0.037,0.079,-0.100
0.415,-0.128,-0.120,0.200,-0.035,0.080,-0.100
0.390,-0.128,-0.118,0.300,-0.033,0.081,-0.100
0.364,-0.128,-0.116,0.400,-0.031,0.083,-0.100
0.339,-0.128,-0.112,0.500,-0.030,0.084,-0.100
0.314,-0.128,-0.108,0.600,-0.028,0.085,-0.100
0.290,-0.128,-0.104,0.700,-0.026,0.086,-0.100
0.265,-0.127,-0.099,0.800,-0.024,0.087,-0.100
0.241,-0.127,-0.094,0.900,-0.022,0.088,-0.100
0.217,-0.127,-0.087,1.000,-0.020,0.089,-0.100
0.194,-0.126,-0.081,1.100,-0.018,0.090,-0.100
0.171,-0.126,-0.074,1.200,-0.016,0.091,-0.100
0.148,-0.125,-0.066,1.300,-0.014,0.092,-0.100
