0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	0.000	0.000
0.000	-1.200	-0.512
0.000	-1.200	-0.512
0.000	-1.200	-0.512
-0.000	-1.206	-0.540
-0.001	-1.212	-0.548
-0.001	-1.213	-0.550
-0.001	-1.211	-0.550
-0.001	-1.209	-0.550
-0.001	-1.206	-0.550
-0.001	-1.204	-0.550
-0.001	-1.202	-0.550
-0.001	-1.200	-0.550
-0.001	-1.200	-0.550
-0.001	-1.197	-0.550
-0.001	-1.195	-0.550
-0.001	-1.193	-0.550
-0.001	-1.191	-0.550
-0.000	-1.188	-0.550
-0.000	-1.186	-0.550
-0.000	-1.184	-0.551
-0.000	-1.181	-0.551
-0.000	-1.179	-0.551
0.000	-1.177	-0.551
0.000	-1.174	-0.551
0.000	-1.172	-0.551
0.000	-1.172	-0.551
0.000	-1.170	-0.551
0.000	-1.167	-0.551
0.000	-1.165	-0.551
0.001	-1.162	-0.551
0.001	-1.160	-0.551
0.001	-1.158	-0.552
0.001	-1.155	-0.552
0.001	-1.153	-0.552
0.001	-1.150	-0.552
0.001	-1.149	-0.552
0.001	-1.148	-0.552
0.001	-1.147	-0.552
0.001	-1.147	-0.552
0.001	-1.146	-0.553
0.001	-1.146	-0.553
0.001	-1.146	-0.553
0.001	-1.145	-0.554
0.002	-1.143	-0.554
0.002	-1.140	-0.555
0.002	-1.140	-0.555
0.002	-1.138	-0.555
0.002	-1.135	-0.556
0.002	-1.135	-0.556
0.002	-1.133	-0.556
0.002	-1.131	-0.557
0.002	-1.131	-0.557
0.002	-1.131	-0.557
0.002	-1.130	-0.557
0.002	-1.130	-0.557
0.002	-1.129	-0.557
0.002	-1.129	-0.557
0.002	-1.128	-0.557
0.002	-1.128	-0.557
0.002	-1.126	-0.558
0.003	-1.124	-0.558
0.003	-1.123	-0.558
0.003	-1.122	-0.559
0.003	-1.122	-0.559
0.003	-1.120	-0.559
0.003	-1.120	-0.559
0.003	-1.120	-0.560
0.003	-1.118	-0.560
0.003	-1.116	-0.560
0.003	-1.115	-0.561
0.003	-1.114	-0.561
0.003	-1.113	-0.561
0.004	-1.112	-0.562
0.004	-1.111	-0.562
0.004	-1.110	-0.562
0.004	-1.109	-0.562
0.004	-1.109	-0.562
0.004	-1.108	-0.562
0.004	-1.107	-0.563
0.004	-1.105	-0.563
0.004	-1.105	-0.563
0.004	-1.104	-0.563
0.004	-1.103	-0.563
0.005	-1.102	-0.564
0.005	-1.101	-0.564
0.005	-1.100	-0.564
0.005	-1.098	-0.565
0.005	-1.097	-0.565
0.005	-1.095	-0.565
0.005	-1.095	-0.565
0.006	-1.093	-0.565
0.006	-1.092	-0.565
0.006	-1.091	-0.565
0.006	-1.090	-0.565
0.006	-1.089	-0.565
0.006	-1.088	-0.565
0.007	-1.086	-0.565
0.007	-1.086	-0.564
0.007	-1.086	-0.564
0.007	-1.083	-0.564
0.007	-1.082	-0.564
0.007	-1.081	-0.564
0.008	-1.079	-0.564
0.008	-1.078	-0.564
0.008	-1.078	-0.564
0.008	-1.076	-0.564
0.008	-1.076	-0.564
0.008	-1.074	-0.564
0.008	-1.074	-0.564
0.009	-1.072	-0.564
0.009	-1.071	-0.564
0.009	-1.070	-0.564
0.009	-1.067	-0.564
0.009	-1.066	-0.564
0.010	-1.065	-0.564
0.010	-1.064	-0.564
0.010	-1.062	-0.564
0.010	-1.061	-0.563
0.010	-1.059	-0.563
0.010	-1.058	-0.563
0.010	-1.057	-0.563
0.010	-1.056	-0.563
0.010	-1.054	-0.563
0.010	-1.054	-0.563
0.010	-1.053	-0.563
0.011	-1.052	-0.563
0.011	-1.051	-0.562
0.011	-1.049	-0.562
0.011	-1.047	-0.562
0.011	-1.047	-0.562
0.011	-1.046	-0.562
0.011	-1.045	-0.562
0.011	-1.045	-0.562
0.011	-1.046	-0.562
0.011	-1.045	-0.563
0.011	-1.045	-0.563
0.011	-1.044	-0.564
0.011	-1.044	-0.564
0.011	-1.044	-0.565
0.011	-1.042	-0.566
0.011	-1.042	-0.566
0.011	-1.041	-0.567
0.011	-1.041	-0.567
0.011	-1.039	-0.568
0.011	-1.038	-0.568
0.011	-1.036	-0.568
0.011	-1.036	-0.568
0.011	-1.034	-0.569
0.011	-1.034	-0.569
0.010	-1.033	-0.570
0.010	-1.033	-0.570
0.010	-1.031	-0.570
0.010	-1.031	-0.570
0.010	-1.030	-0.571
0.010	-1.028	-0.571
0.010	-1.027	-0.571
0.010	-1.026	-0.572
0.010	-1.025	-0.572
0.010	-1.024	-0.572
0.010	-1.024	-0.572
0.010	-1.023	-0.573
0.010	-1.022	-0.573
0.010	-1.020	-0.574
0.010	-1.020	-0.574
0.010	-1.019	-0.574
0.010	-1.018	-0.575
0.010	-1.016	-0.575
0.010	-1.015	-0.575
0.010	-1.014	-0.576
0.010	-1.013	-0.576
0.010	-1.012	-0.576
0.010	-1.012	-0.576
0.010	-1.011	-0.577
0.010	-1.009	-0.577
0.010	-1.009	-0.578
0.010	-1.007	-0.578
0.010	-1.005	-0.578
0.010	-1.004	-0.579
0.010	-1.003	-0.579
0.010	-1.002	-0.579
0.010	-1.001	-0.580
0.010	-1.001	-0.580
0.010	-1.000	-0.580
0.010	-0.998	-0.581
0.010	-0.996	-0.581
0.010	-0.995	-0.582
0.010	-0.995	-0.582
0.010	-0.994	-0.582
0.010	-0.992	-0.583
0.010	-0.992	-0.583
0.010	-0.991	-0.583
0.010	-0.989	-0.584
0.010	-0.988	-0.584
0.010	-0.987	-0.585
0.010	-0.986	-0.585
0.010	-0.984	-0.586
0.011	-0.982	-0.586
0.011	-0.981	-0.587
0.011	-0.980	-0.587
0.011	-0.979	-0.588
0.011	-0.977	-0.588
0.011	-0.976	-0.589
0.011	-0.976	-0.589
0.011	-0.976	-0.589
0.011	-0.976	-0.589
0.011	-0.975	-0.589
0.011	-0.975	-0.589
0.011	-0.972	-0.590
0.012	-0.970	-0.590
0.012	-0.967	-0.591
0.012	-0.966	-0.591
0.012	-0.965	-0.591
0.012	-0.965	-0.591
0.012	-0.966	-0.590
0.012	-0.965	-0.590
0.012	-0.965	-0.590
0.012	-0.965	-0.590
0.012	-0.964	-0.590
0.012	-0.963	-0.590
0.012	-0.962	-0.591
0.013	-0.960	-0.591
0.013	-0.959	-0.591
0.013	-0.958	-0.591
0.013	-0.957	-0.591
0.013	-0.957	-0.591
0.013	-0.956	-0.591
0.013	-0.954	-0.592
0.013	-0.953	-0.592
0.013	-0.952	-0.592
0.013	-0.952	-0.592
0.013	-0.952	-0.592
0.014	-0.950	-0.593
0.014	-0.950	-0.593
0.014	-0.948	-0.593
0.014	-0.948	-0.593
0.014	-0.946	-0.594
0.014	-0.946	-0.594
0.014	-0.944	-0.594
0.014	-0.944	-0.594
0.014	-0.942	-0.595
0.014	-0.940	-0.596
0.014	-0.939	-0.596
0.014	-0.940	-0.596
0.014	-0.939	-0.596
0.015	-0.936	-0.597
0.015	-0.935	-0.597
0.015	-0.934	-0.598
0.015	-0.933	-0.598
0.015	-0.932	-0.598
0.015	-0.931	-0.598
0.015	-0.930	-0.599
0.015	-0.929	-0.599
0.015	-0.928	-0.599
0.015	-0.927	-0.599
0.015	-0.926	-0.600
0.015	-0.925	-0.599
0.015	-0.923	-0.600
0.015	-0.923	-0.600
0.015	-0.922	-0.600
0.015	-0.921	-0.600
0.015	-0.920	-0.600
0.015	-0.919	-0.601
0.015	-0.918	-0.601
0.015	-0.916	-0.601
0.016	-0.914	-0.602
0.016	-0.914	-0.602
0.016	-0.913	-0.602
0.016	-0.911	-0.602
0.016	-0.911	-0.602
0.016	-0.909	-0.602
0.016	-0.907	-0.602
0.016	-0.907	-0.602
0.016	-0.906	-0.601
0.016	-0.904	-0.602
0.016	-0.903	-0.601
0.016	-0.902	-0.601
0.016	-0.899	-0.601
0.016	-0.898	-0.601
0.016	-0.896	-0.601
0.016	-0.896	-0.601
0.017	-0.895	-0.600
0.017	-0.894	-0.600
0.017	-0.893	-0.599
0.017	-0.891	-0.599
0.017	-0.890	-0.599
0.017	-0.889	-0.600
0.017	-0.888	-0.600
0.017	-0.886	-0.600
0.018	-0.885	-0.600
0.018	-0.884	-0.600
0.018	-0.882	-0.601
0.018	-0.881	-0.601
0.018	-0.881	-0.601
0.018	-0.881	-0.601
0.018	-0.882	-0.601
0.018	-0.881	-0.601
0.018	-0.881	-0.601
0.017	-0.880	-0.601
0.017	-0.879	-0.602
0.017	-0.878	-0.603
0.017	-0.878	-0.603
0.017	-0.876	-0.603
0.017	-0.876	-0.604
0.017	-0.875	-0.604
0.017	-0.873	-0.604
0.017	-0.873	-0.604
0.017	-0.872	-0.605
0.017	-0.871	-0.605
0.017	-0.870	-0.606
0.017	-0.869	-0.606
0.017	-0.868	-0.607
0.017	-0.867	-0.607
0.017	-0.866	-0.607
0.017	-0.865	-0.608
0.017	-0.863	-0.608
0.017	-0.862	-0.608
0.017	-0.861	-0.608
0.017	-0.860	-0.609
0.017	-0.859	-0.609
0.017	-0.859	-0.609
0.017	-0.858	-0.609
0.017	-0.857	-0.609
0.017	-0.856	-0.609
0.017	-0.854	-0.610
0.017	-0.852	-0.610
0.017	-0.851	-0.610
0.017	-0.850	-0.610
0.017	-0.849	-0.610
0.017	-0.848	-0.610
0.017	-0.847	-0.610
0.017	-0.846	-0.611
0.017	-0.845	-0.611
0.017	-0.843	-0.611
0.017	-0.842	-0.610
0.017	-0.841	-0.611
0.017	-0.841	-0.611
0.017	-0.840	-0.610
0.017	-0.839	-0.610
0.017	-0.838	-0.610
0.017	-0.836	-0.610
0.017	-0.834	-0.611
0.017	-0.834	-0.611
0.017	-0.833	-0.611
0.017	-0.831	-0.612
0.017	-0.830	-0.612
0.017	-0.828	-0.613
0.018	-0.826	-0.614
0.018	-0.825	-0.614
0.018	-0.823	-0.615
0.018	-0.822	-0.615
0.018	-0.822	-0.615
0.018	-0.821	-0.616
0.018	-0.820	-0.616
0.018	-0.818	-0.617
0.018	-0.815	-0.618
0.018	-0.814	-0.618
0.018	-0.813	-0.619
0.018	-0.812	-0.619
0.018	-0.810	-0.620
0.018	-0.809	-0.620
0.018	-0.807	-0.621
0.018	-0.806	-0.621
0.018	-0.804	-0.621
0.018	-0.804	-0.621
0.019	-0.801	-0.621
0.019	-0.801	-0.621
0.019	-0.801	-0.622
0.019	-0.799	-0.622
0.019	-0.798	-0.622
0.019	-0.798	-0.622
0.019	-0.794	-0.621
0.019	-0.794	-0.621
0.020	-0.794	-0.621
0.020	-0.794	-0.621
0.020	-0.794	-0.621
0.020	-0.794	-0.621
0.019	-0.792	-0.620
0.019	-0.792	-0.620
0.019	-0.792	-0.620
0.019	-0.790	-0.619
0.020	-0.788	-0.619
0.020	-0.788	-0.619
0.020	-0.788	-0.619
0.020	-0.786	-0.618
0.020	-0.784	-0.617
0.020	-0.783	-0.618
0.020	-0.784	-0.618
0.020	-0.782	-0.617
0.020	-0.780	-0.616
0.020	-0.779	-0.616
0.020	-0.778	-0.615
0.020	-0.777	-0.615
0.020	-0.776	-0.614
0.020	-0.775	-0.614
0.020	-0.774	-0.613
0.020	-0.773	-0.613
0.020	-0.773	-0.613
0.021	-0.772	-0.612
0.021	-0.771	-0.611
0.021	-0.770	-0.610
0.021	-0.769	-0.610
0.021	-0.768	-0.609
0.021	-0.767	-0.609
0.021	-0.766	-0.608
0.021	-0.764	-0.607
0.021	-0.763	-0.607
0.021	-0.762	-0.606
0.021	-0.761	-0.605
0.021	-0.760	-0.604
0.021	-0.759	-0.604
0.021	-0.758	-0.603
0.021	-0.757	-0.603
0.021	-0.755	-0.602
0.021	-0.754	-0.601
0.021	-0.754	-0.601
0.021	-0.753	-0.600
0.021	-0.752	-0.600
0.021	-0.751	-0.599
0.021	-0.750	-0.598
0.021	-0.749	-0.597
0.022	-0.747	-0.596
0.022	-0.746	-0.596
0.022	-0.744	-0.595
0.022	-0.743	-0.595
0.022	-0.743	-0.595
0.022	-0.742	-0.594
0.022	-0.741	-0.593
0.022	-0.740	-0.592
0.022	-0.739	-0.592
0.022	-0.737	-0.591
0.022	-0.735	-0.590
0.022	-0.734	-0.589
0.022	-0.733	-0.588
0.022	-0.732	-0.588
0.022	-0.730	-0.587
0.022	-0.730	-0.587
0.022	-0.729	-0.586
0.022	-0.728	-0.585
0.022	-0.727	-0.585
0.022	-0.725	-0.584
0.022	-0.725	-0.584
0.022	-0.723	-0.583
0.022	-0.722	-0.582
0.022	-0.721	-0.581
0.022	-0.720	-0.581
0.022	-0.718	-0.580
0.022	-0.716	-0.579
0.022	-0.715	-0.579
0.022	-0.713	-0.578
0.022	-0.712	-0.577
0.022	-0.712	-0.577
0.022	-0.713	-0.577
0.022	-0.712	-0.577
0.021	-0.712	-0.577
0.021	-0.711	-0.577
0.021	-0.710	-0.576
0.021	-0.709	-0.576
0.021	-0.708	-0.576
0.021	-0.707	-0.576
0.021	-0.706	-0.575
0.021	-0.705	-0.575
0.021	-0.704	-0.575
0.021	-0.703	-0.575
0.021	-0.702	-0.575
0.021	-0.700	-0.574
0.021	-0.700	-0.574
0.021	-0.700	-0.574
0.021	-0.698	-0.574
0.021	-0.698	-0.574
0.021	-0.696	-0.574
0.021	-0.694	-0.574
0.021	-0.693	-0.573
0.021	-0.692	-0.573
0.021	-0.691	-0.572
0.021	-0.690	-0.572
0.022	-0.689	-0.572
0.021	-0.687	-0.572
0.022	-0.687	-0.572
0.022	-0.685	-0.572
0.022	-0.684	-0.572
0.022	-0.683	-0.572
0.022	-0.682	-0.572
0.022	-0.681	-0.572
0.022	-0.680	-0.572
0.022	-0.678	-0.572
0.022	-0.678	-0.572
0.022	-0.678	-0.572
0.022	-0.676	-0.573
0.022	-0.675	-0.573
0.022	-0.674	-0.574
0.023	-0.673	-0.575
0.023	-0.671	-0.575
0.023	-0.669	-0.576
0.023	-0.669	-0.576
0.023	-0.668	-0.576
0.024	-0.666	-0.577
0.024	-0.665	-0.577
0.024	-0.663	-0.578
0.024	-0.662	-0.578
0.024	-0.661	-0.579
0.024	-0.660	-0.580
0.025	-0.658	-0.581
0.025	-0.656	-0.582
0.025	-0.655	-0.581
0.025	-0.654	-0.582
0.025	-0.653	-0.582
0.025	-0.653	-0.582
0.025	-0.651	-0.582
0.026	-0.650	-0.582
0.026	-0.649	-0.583
0.026	-0.648	-0.583
0.026	-0.646	-0.583
0.026	-0.644	-0.584
0.027	-0.643	-0.583
0.027	-0.641	-0.584
0.027	-0.640	-0.584
0.027	-0.639	-0.585
0.027	-0.638	-0.584
0.027	-0.636	-0.585
0.027	-0.635	-0.585
0.027	-0.633	-0.585
0.028	-0.633	-0.585
0.028	-0.631	-0.585
0.028	-0.630	-0.585
0.028	-0.628	-0.586
0.028	-0.628	-0.586
0.028	-0.627	-0.586
0.028	-0.626	-0.587
0.028	-0.626	-0.587
0.028	-0.626	-0.586
0.028	-0.626	-0.586
0.028	-0.626	-0.586
0.028	-0.625	-0.586
0.028	-0.624	-0.586
0.028	-0.623	-0.587
0.028	-0.623	-0.587
0.029	-0.622	-0.587
0.029	-0.621	-0.587
0.029	-0.619	-0.588
0.029	-0.618	-0.588
0.029	-0.617	-0.588
